Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Quartz Glass
chiselsandbits:block_bit:0, Chiseled Bit - Vibrant Quartz Glass
chiselsandbits:block_bit:0, Chiseled Bit - Charged Quartz Fixture Down
chiselsandbits:block_bit:0, Chiseled Bit - Fluix Block
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone Block
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Sky Stone Small Brick
chiselsandbits:block_bit:0, Chiseled Bit - Tiny TNT
chiselsandbits:block_bit:0, Chiseled Bit - Block of Smokey Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Smokey Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Smokey Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Mana Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Mana Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Mana Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Blaze Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Blaze Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Blaze Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lavender Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Lavender Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Lavender Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Redquartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Redquartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Redquartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Elven Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Elven Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Elven Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sunny Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Sunny Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Sunny Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Forest Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Plains Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Mountain Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Fungal Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Swamp Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Desert Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Taiga Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Mesa Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Forest Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Plains Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Mountain Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Fungal Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Swamp Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Desert Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Taiga Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Mesa Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Forest Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Plains Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Mountain Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Fungal Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Swamp Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Desert Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Taiga Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Metamorphic Mesa Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Forest Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Plains Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Mountain Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Fungal Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Swamp Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Desert Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Taiga Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Metamorphic Mesa Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - White Portuguese Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Black Portuguese Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Blue Portuguese Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Red Portuguese Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Portuguese Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Green Portuguese Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Livingrock
chiselsandbits:block_bit:0, Chiseled Bit - Livingrock Brick
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Livingrock Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Livingrock Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Livingrock Brick
chiselsandbits:block_bit:0, Chiseled Bit - Livingwood
chiselsandbits:block_bit:0, Chiseled Bit - Livingwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Livingwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Framed Livingwood
chiselsandbits:block_bit:0, Chiseled Bit - Pattern Framed Livingwood
chiselsandbits:block_bit:0, Chiseled Bit - Glimmering Livingwood
chiselsandbits:block_bit:0, Chiseled Bit - Alchemy Catalyst
chiselsandbits:block_bit:0, Chiseled Bit - Block of Manasteel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Terrasteel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Elementium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Mana Diamond
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dragonstone
chiselsandbits:block_bit:0, Chiseled Bit - Dreamwood
chiselsandbits:block_bit:0, Chiseled Bit - Dreamwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Dreamwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Framed Dreamwood
chiselsandbits:block_bit:0, Chiseled Bit - Pattern Framed Dreamwood
chiselsandbits:block_bit:0, Chiseled Bit - Glimmering Dreamwood
chiselsandbits:block_bit:0, Chiseled Bit - Conjuration Catalyst
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - Azulejo
chiselsandbits:block_bit:0, Chiseled Bit - White Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Orange Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Lime Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Pink Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Gray Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Purple Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Blue Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Brown Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Green Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Black Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Blaze Mesh
chiselsandbits:block_bit:0, Chiseled Bit - Living Root
chiselsandbits:block_bit:0, Chiseled Bit - Fel Pumpkin South
chiselsandbits:block_bit:0, Chiseled Bit - Manastorm Charge
chiselsandbits:block_bit:0, Chiseled Bit - Shimmerrock
chiselsandbits:block_bit:0, Chiseled Bit - Shimmerwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Kitchen Floor
chiselsandbits:block_bit:0, Chiseled Bit - Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Pearl Brick
chiselsandbits:block_bit:0, Chiseled Bit - Carved Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Wither Dust Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Carved Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Corrupted Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Checkered Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Electrical Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Energetic Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Vibrant Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Conductive Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Pulsating Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Dark Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Soularium Block
chiselsandbits:block_bit:0, Chiseled Bit - End Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Iron Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Alloy Smelter (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Item Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Power Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Omni Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Creative Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Crafter (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Painting Machine (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Power Monitor (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - SAG Mill (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Slice'N'Splice (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Stirling Generator (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Fluid Tank (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Pressurized Fluid Tank (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Travel Anchor (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Vacuum Chest (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Wireless Charger (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - XP Vacuum (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Simple Alloy Smelter (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Simple Stirling Generator (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Wired Charger (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Simple Sagmill (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Industrial Insulation
chiselsandbits:block_bit:0, Chiseled Bit - Crude Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Crystalline Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Melodic Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Stellar Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Crystalline Pink Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Energetic Silver Block
chiselsandbits:block_bit:0, Chiseled Bit - Vivid ALloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Umbercobble
chiselsandbits:block_bit:0, Chiseled Bit - Umbercobble
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Umbercobble
chiselsandbits:block_bit:0, Chiseled Bit - Webbed Umbercobble
chiselsandbits:block_bit:0, Chiseled Bit - Umberstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Umbertile
chiselsandbits:block_bit:0, Chiseled Bit - Small Smooth Umbertile
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Planks
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mossbark Planks
chiselsandbits:block_bit:0, Chiseled Bit - Asper Planks
chiselsandbits:block_bit:0, Chiseled Bit - Cypress Planks
chiselsandbits:block_bit:0, Chiseled Bit - Balsam Planks
chiselsandbits:block_bit:0, Chiseled Bit - White Planks
chiselsandbits:block_bit:0, Chiseled Bit - Bamboo Planks
chiselsandbits:block_bit:0, Chiseled Bit - Rotten Planks
chiselsandbits:block_bit:0, Chiseled Bit - Marshwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Scorched Planks
chiselsandbits:block_bit:0, Chiseled Bit - Varnished Planks
chiselsandbits:block_bit:0, Chiseled Bit - Umbergravel
chiselsandbits:block_bit:0, Chiseled Bit - Umberpaver
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Umberpaver
chiselsandbits:block_bit:0, Chiseled Bit - Webbed Umberpaver
chiselsandbits:block_bit:0, Chiseled Bit - Umberstone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Petrified Wood Rock
chiselsandbits:block_bit:0, Chiseled Bit - Dust
chiselsandbits:block_bit:0, Chiseled Bit - Dung
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Ore
chiselsandbits:block_bit:0, Chiseled Bit - Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Jade Ore
chiselsandbits:block_bit:0, Chiseled Bit - Encrusted Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Fossil Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gneiss Ore
chiselsandbits:block_bit:0, Chiseled Bit - Petrified Wood Ore
chiselsandbits:block_bit:0, Chiseled Bit - Temple Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Jade
chiselsandbits:block_bit:0, Chiseled Bit - Red Gem
chiselsandbits:block_bit:0, Chiseled Bit - Red Gem
chiselsandbits:block_bit:0, Chiseled Bit - Red Gem
chiselsandbits:block_bit:0, Chiseled Bit - Black Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Brown Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Blue Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Purple Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Gray Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Pink Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Orange Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - White Petal Block
chiselsandbits:block_bit:0, Chiseled Bit - Exploding Stigma
chiselsandbits:block_bit:0, Chiseled Bit - Stem
chiselsandbits:block_bit:0, Chiseled Bit - Black Stigma
chiselsandbits:block_bit:0, Chiseled Bit - Red Stigma
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stigma
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stigma
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stigma
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stigma
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Stigma
chiselsandbits:block_bit:0, Chiseled Bit - Gray Stigma
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stigma
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stigma
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stigma
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stigma
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stigma
chiselsandbits:block_bit:0, Chiseled Bit - White Stigma
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Stigma
chiselsandbits:block_bit:0, Chiseled Bit - Dark Capped Mushroom Block
chiselsandbits:block_bit:0, Chiseled Bit - Sarcastic Czech Mushroom Block
chiselsandbits:block_bit:0, Chiseled Bit - Grandma's Shoes Mushroom Block
chiselsandbits:block_bit:0, Chiseled Bit - Dutch Cap Mushroom Block
chiselsandbits:block_bit:0, Chiseled Bit - Kaizer's Fingers Mushroom Block
chiselsandbits:block_bit:0, Chiseled Bit - Silk
chiselsandbits:block_bit:0, Chiseled Bit - Mir Brick
chiselsandbits:block_bit:0, Chiseled Bit - Petrified Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Exo Blocks
chiselsandbits:block_bit:0, Chiseled Bit - Mud Brick
chiselsandbits:block_bit:0, Chiseled Bit - Temple Brick
chiselsandbits:block_bit:0, Chiseled Bit - Temple Pillar
chiselsandbits:block_bit:0, Chiseled Bit - Temple Tile
chiselsandbits:block_bit:0, Chiseled Bit - Volcanic Rock
chiselsandbits:block_bit:0, Chiseled Bit - Gneiss
chiselsandbits:block_bit:0, Chiseled Bit - Carved Gneiss
chiselsandbits:block_bit:0, Chiseled Bit - Layered Gneiss
chiselsandbits:block_bit:0, Chiseled Bit - Gneiss Brick
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Gneiss
chiselsandbits:block_bit:0, Chiseled Bit - Gneiss Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Gneiss Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Balsam Wood Resinless Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Petrified Crafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Giant Lily Pad
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mossbark Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Asper Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cypress Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Balsam Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Rotten Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Marshwood Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Scorched Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Tin Decoration Block
chiselsandbits:block_bit:0, Chiseled Bit - Tin Wall Block
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Decoration Block
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Block
chiselsandbits:block_bit:0, Chiseled Bit - Solid Meteoric Iron
chiselsandbits:block_bit:0, Chiseled Bit - Silicon Block
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Moon Dirt
